Policy_ID,Customer_ID,Policy_Number,Policy_Type,Policy_Start_Date,Policy_End_Date,Premium_Amount,Coverage_Amount,Deductible,Policy_Status,Payment_Mode,Premium_Status,Agent_ID
P0257,C0202,PN000257,Vehicle,2024-01-01,2025-01-01,37976,118759,4452,Active,Annual,Paid,A073
P0258,C0234,PN000258,Vehicle,2024-01-01,2025-01-01,36222,343829,9195,Active,Annual,Paid,A057
P0259,C0470,PN000259,Vehicle,2024-01-01,2025-01-01,28571,451751,8564,Active,Annual,Paid,A011
P0260,C0193,PN000260,Property,2024-01-01,2025-01-01,11754,143000,1745,Active,Annual,Paid,A010
P0261,C0796,PN000261,Life,2024-01-01,2025-01-01,12625,410071,3185,Active,Annual,Paid,A074
P0262,C0339,PN000262,Vehicle,2024-01-01,2025-01-01,15869,920811,2830,Active,Annual,Paid,A048
P0263,C0093,PN000263,Vehicle,2024-01-01,2025-01-01,10565,805731,3520,Active,Annual,Paid,A044
P0264,C0375,PN000264,Health,2024-01-01,2025-01-01,20784,849811,8698,Active,Annual,Paid,A022
P0265,C0774,PN000265,Vehicle,2024-01-01,2025-01-01,36325,765810,2798,Active,Annual,Paid,A059
P0266,C0072,PN000266,Health,2024-01-01,2025-01-01,39331,792197,6766,Active,Annual,Paid,A061
P0267,C0691,PN000267,Property,2024-01-01,2025-01-01,26379,962146,6727,Active,Annual,Paid,A054
P0268,C0036,PN000268,Life,2024-01-01,2025-01-01,34285,136284,3569,Active,Annual,Paid,A047
P0269,C0167,PN000269,Health,2024-01-01,2025-01-01,15742,417068,6741,Active,Annual,Paid,A018
P0270,C0241,PN000270,Vehicle,2024-01-01,2025-01-01,44445,461960,1479,Active,Annual,Paid,A086
P0271,C0598,PN000271,Vehicle,2024-01-01,2025-01-01,9725,187394,7030,Active,Annual,Paid,A043
P0272,C0583,PN000272,Life,2024-01-01,2025-01-01,36050,589288,6752,Active,Annual,Paid,A083
P0273,C0798,PN000273,Health,2024-01-01,2025-01-01,34891,755607,7865,Active,Annual,Paid,A082
P0274,C0063,PN000274,Vehicle,2024-01-01,2025-01-01,41635,408427,1620,Active,Annual,Paid,A050
P0275,C0335,PN000275,Property,2024-01-01,2025-01-01,6146,995606,7454,Active,Annual,Paid,A029
P0276,C0505,PN000276,Life,2024-01-01,2025-01-01,34058,323051,7287,Active,Annual,Paid,A056
P0277,C0585,PN000277,Health,2024-01-01,2025-01-01,14684,951668,1101,Active,Annual,Paid,A035
P0278,C0249,PN000278,Life,2024-01-01,2025-01-01,25735,187129,6013,Active,Annual,Paid,A063
P0279,C0680,PN000279,Vehicle,2024-01-01,2025-01-01,5124,637628,4326,Active,Annual,Paid,A019
P0280,C0520,PN000280,Health,2024-01-01,2025-01-01,22471,950311,8718,Active,Annual,Paid,A095
P0281,C0098,PN000281,Life,2024-01-01,2025-01-01,24566,392217,6944,Active,Annual,Paid,A034
P0282,C0654,PN000282,Vehicle,2024-01-01,2025-01-01,48383,671437,4156,Active,Annual,Paid,A099
P0283,C0632,PN000283,Health,2024-01-01,2025-01-01,40789,708106,5390,Active,Annual,Paid,A059
P0284,C0387,PN000284,Vehicle,2024-01-01,2025-01-01,11193,452957,2968,Active,Annual,Paid,A018
P0285,C0305,PN000285,Health,2024-01-01,2025-01-01,14873,780126,1248,Active,Annual,Paid,A019
P0286,C0732,PN000286,Property,2024-01-01,2025-01-01,15335,346030,2520,Active,Annual,Paid,A083
P0287,C0205,PN000287,Property,2024-01-01,2025-01-01,13598,954097,8756,Active,Annual,Paid,A035
P0288,C0182,PN000288,Life,2024-01-01,2025-01-01,24562,124260,7194,Active,Annual,Paid,A055
P0289,C0087,PN000289,Vehicle,2024-01-01,2025-01-01,42585,604959,1115,Active,Annual,Paid,A035
P0290,C0309,PN000290,Vehicle,2024-01-01,2025-01-01,29058,972934,3644,Active,Annual,Paid,A086
P0291,C0076,PN000291,Health,2024-01-01,2025-01-01,13392,457154,6904,Active,Annual,Paid,A035
P0292,C0525,PN000292,Vehicle,2024-01-01,2025-01-01,12283,916190,4320,Active,Annual,Paid,A070
P0293,C0460,PN000293,Vehicle,2024-01-01,2025-01-01,18722,570998,4293,Active,Annual,Paid,A036
P0294,C0529,PN000294,Health,2024-01-01,2025-01-01,31638,526027,8071,Active,Annual,Paid,A010
P0295,C0627,PN000295,Property,2024-01-01,2025-01-01,16383,966209,9137,Active,Annual,Paid,A072
P0296,C0586,PN000296,Life,2024-01-01,2025-01-01,12062,311546,5955,Active,Annual,Paid,A093
P0297,C0100,PN000297,Life,2024-01-01,2025-01-01,25375,464155,2492,Active,Annual,Paid,A081
P0298,C0005,PN000298,Life,2024-01-01,2025-01-01,11307,743565,4472,Active,Annual,Paid,A028
P0299,C0462,PN000299,Property,2024-01-01,2025-01-01,30131,910064,9706,Active,Annual,Paid,A088
P0300,C0205,PN000300,Property,2024-01-01,2025-01-01,32956,950259,3105,Active,Annual,Paid,A032
P0301,C0362,PN000301,Life,2024-01-01,2025-01-01,13113,147655,7235,Active,Annual,Paid,A036
P0302,C0723,PN000302,Property,2024-01-01,2025-01-01,42518,913908,4015,Active,Annual,Paid,A048
P0303,C0328,PN000303,Property,2024-01-01,2025-01-01,21105,421688,9704,Active,Annual,Paid,A011
P0304,C0427,PN000304,Property,2024-01-01,2025-01-01,31129,974268,3142,Active,Annual,Paid,A072
P0305,C0223,PN000305,Health,2024-01-01,2025-01-01,15456,463079,3181,Active,Annual,Paid,A025
P0306,C0305,PN000306,Health,2024-01-01,2025-01-01,48448,125940,1813,Active,Annual,Paid,A042
P0307,C0064,PN000307,Life,2024-01-01,2025-01-01,38274,300865,4075,Active,Annual,Paid,A090
P0308,C0556,PN000308,Life,2024-01-01,2025-01-01,38776,899070,7147,Active,Annual,Paid,A031
P0309,C0223,PN000309,Life,2024-01-01,2025-01-01,12996,327262,2780,Active,Annual,Paid,A011
P0310,C0268,PN000310,Life,2024-01-01,2025-01-01,41987,666465,9879,Active,Annual,Paid,A093
P0311,C0131,PN000311,Health,2024-01-01,2025-01-01,17896,792475,6195,Active,Annual,Paid,A035
P0312,C0781,PN000312,Life,2024-01-01,2025-01-01,31643,190695,4478,Active,Annual,Paid,A003
P0313,C0685,PN000313,Health,2024-01-01,2025-01-01,6226,569516,6005,Active,Annual,Paid,A075
P0314,C0572,PN000314,Health,2024-01-01,2025-01-01,30421,577619,3864,Active,Annual,Paid,A031
P0315,C0451,PN000315,Health,2024-01-01,2025-01-01,5607,237032,5983,Active,Annual,Paid,A094
P0316,C0489,PN000316,Property,2024-01-01,2025-01-01,46350,776774,1574,Active,Annual,Paid,A079
P0317,C0766,PN000317,Vehicle,2024-01-01,2025-01-01,17845,175585,1218,Active,Annual,Paid,A058
P0318,C0441,PN000318,Health,2024-01-01,2025-01-01,8724,661619,5430,Active,Annual,Paid,A019
P0319,C0331,PN000319,Vehicle,2024-01-01,2025-01-01,5197,669266,3206,Active,Annual,Paid,A009
P0320,C0099,PN000320,Vehicle,2024-01-01,2025-01-01,23199,604664,3853,Active,Annual,Paid,A045
P0321,C0764,PN000321,Property,2024-01-01,2025-01-01,45880,250533,9749,Active,Annual,Paid,A085
P0322,C0325,PN000322,Property,2024-01-01,2025-01-01,43708,318475,5892,Active,Annual,Paid,A021
P0323,C0611,PN000323,Life,2024-01-01,2025-01-01,34978,559738,3239,Active,Annual,Paid,A087
P0324,C0189,PN000324,Vehicle,2024-01-01,2025-01-01,37656,526287,6317,Active,Annual,Paid,A023
P0325,C0173,PN000325,Vehicle,2024-01-01,2025-01-01,22346,981472,9855,Active,Annual,Paid,A080
P0326,C0665,PN000326,Health,2024-01-01,2025-01-01,31453,937564,9764,Active,Annual,Paid,A093
P0327,C0279,PN000327,Vehicle,2024-01-01,2025-01-01,40621,470132,2776,Active,Annual,Paid,A084
P0328,C0548,PN000328,Health,2024-01-01,2025-01-01,16482,763732,7947,Active,Annual,Paid,A033
P0329,C0025,PN000329,Health,2024-01-01,2025-01-01,42765,667786,1132,Active,Annual,Paid,A009
P0330,C0474,PN000330,Property,2024-01-01,2025-01-01,28944,732535,3381,Active,Annual,Paid,A069
P0331,C0182,PN000331,Health,2024-01-01,2025-01-01,29155,860237,2356,Active,Annual,Paid,A008
P0332,C0057,PN000332,Vehicle,2024-01-01,2025-01-01,15166,970259,1357,Active,Annual,Paid,A016
P0333,C0262,PN000333,Vehicle,2024-01-01,2025-01-01,49347,174063,6642,Active,Annual,Paid,A029
P0334,C0417,PN000334,Property,2024-01-01,2025-01-01,30195,632646,4133,Active,Annual,Paid,A045
P0335,C0276,PN000335,Vehicle,2024-01-01,2025-01-01,32000,930799,4908,Active,Annual,Paid,A093
P0336,C0390,PN000336,Health,2024-01-01,2025-01-01,26154,276277,7617,Active,Annual,Paid,A028
P0337,C0694,PN000337,Life,2024-01-01,2025-01-01,40575,489306,1522,Active,Annual,Paid,A031
P0338,C0213,PN000338,Life,2024-01-01,2025-01-01,24865,749856,8471,Active,Annual,Paid,A021
P0339,C0103,PN000339,Vehicle,2024-01-01,2025-01-01,40781,485418,4327,Active,Annual,Paid,A002
P0340,C0163,PN000340,Vehicle,2024-01-01,2025-01-01,12276,300018,7173,Active,Annual,Paid,A036
P0341,C0574,PN000341,Life,2024-01-01,2025-01-01,18530,168776,5634,Active,Annual,Paid,A056
P0342,C0512,PN000342,Property,2024-01-01,2025-01-01,19885,975849,1814,Active,Annual,Paid,A065
P0343,C0266,PN000343,Property,2024-01-01,2025-01-01,42687,870747,3538,Active,Annual,Paid,A042
P0344,C0669,PN000344,Life,2024-01-01,2025-01-01,34579,276493,9550,Active,Annual,Paid,A044
P0345,C0102,PN000345,Vehicle,2024-01-01,2025-01-01,15102,100245,7273,Active,Annual,Paid,A059
P0346,C0174,PN000346,Health,2024-01-01,2025-01-01,41432,768402,4388,Active,Annual,Paid,A017
P0347,C0648,PN000347,Health,2024-01-01,2025-01-01,42786,896546,9038,Active,Annual,Paid,A015
P0348,C0229,PN000348,Property,2024-01-01,2025-01-01,27834,407602,2486,Active,Annual,Paid,A070
P0349,C0230,PN000349,Health,2024-01-01,2025-01-01,11232,376268,5570,Active,Annual,Paid,A048
P0350,C0297,PN000350,Life,2024-01-01,2025-01-01,16949,552419,9018,Active,Annual,Paid,A071
P0351,C0330,PN000351,Life,2024-01-01,2025-01-01,40923,908083,7598,Active,Annual,Paid,A049
P0352,C0214,PN000352,Life,2024-01-01,2025-01-01,9637,834106,9742,Active,Annual,Paid,A054
P0353,C0457,PN000353,Life,2024-01-01,2025-01-01,30982,468305,1472,Active,Annual,Paid,A039
P0354,C0292,PN000354,Health,2024-01-01,2025-01-01,26152,348077,4990,Active,Annual,Paid,A017
P0355,C0529,PN000355,Life,2024-01-01,2025-01-01,14203,729813,1752,Active,Annual,Paid,A076
P0356,C0358,PN000356,Life,2024-01-01,2025-01-01,39722,772987,7550,Active,Annual,Paid,A022
P0357,C0730,PN000357,Vehicle,2024-01-01,2025-01-01,24672,453544,6630,Active,Annual,Paid,A008
P0358,C0527,PN000358,Health,2024-01-01,2025-01-01,5154,967252,7759,Active,Annual,Paid,A096
P0359,C0291,PN000359,Health,2024-01-01,2025-01-01,13992,713311,5624,Active,Annual,Paid,A001
P0360,C0112,PN000360,Life,2024-01-01,2025-01-01,8411,919812,8818,Active,Annual,Paid,A006
P0361,C0512,PN000361,Vehicle,2024-01-01,2025-01-01,17611,873974,1777,Active,Annual,Paid,A007
P0362,C0358,PN000362,Life,2024-01-01,2025-01-01,38662,337379,6251,Active,Annual,Paid,A036
P0363,C0331,PN000363,Health,2024-01-01,2025-01-01,43766,760383,3186,Active,Annual,Paid,A064
P0364,C0132,PN000364,Vehicle,2024-01-01,2025-01-01,47912,346230,1891,Active,Annual,Paid,A073
P0365,C0092,PN000365,Health,2024-01-01,2025-01-01,17531,891082,6877,Active,Annual,Paid,A005
P0366,C0423,PN000366,Vehicle,2024-01-01,2025-01-01,17726,950458,4413,Active,Annual,Paid,A093
P0367,C0383,PN000367,Vehicle,2024-01-01,2025-01-01,20028,126732,7901,Active,Annual,Paid,A085
P0368,C0328,PN000368,Property,2024-01-01,2025-01-01,13498,458405,3183,Active,Annual,Paid,A071
P0369,C0097,PN000369,Life,2024-01-01,2025-01-01,31335,949784,7581,Active,Annual,Paid,A058
P0370,C0611,PN000370,Vehicle,2024-01-01,2025-01-01,46703,435329,6751,Active,Annual,Paid,A013
P0371,C0705,PN000371,Property,2024-01-01,2025-01-01,35528,419839,2145,Active,Annual,Paid,A051
P0372,C0493,PN000372,Property,2024-01-01,2025-01-01,12506,442018,3986,Active,Annual,Paid,A008
P0373,C0178,PN000373,Property,2024-01-01,2025-01-01,14616,700539,3821,Active,Annual,Paid,A041
P0374,C0709,PN000374,Life,2024-01-01,2025-01-01,31462,191943,4539,Active,Annual,Paid,A024
P0375,C0619,PN000375,Vehicle,2024-01-01,2025-01-01,36942,492549,5451,Active,Annual,Paid,A093
P0376,C0735,PN000376,Life,2024-01-01,2025-01-01,36723,136566,7297,Active,Annual,Paid,A023
P0377,C0137,PN000377,Property,2024-01-01,2025-01-01,25038,459168,2989,Active,Annual,Paid,A080
P0378,C0353,PN000378,Property,2024-01-01,2025-01-01,20843,214329,1088,Active,Annual,Paid,A100
P0379,C0474,PN000379,Life,2024-01-01,2025-01-01,45050,620205,4451,Active,Annual,Paid,A016
P0380,C0104,PN000380,Health,2024-01-01,2025-01-01,39963,411889,7782,Active,Annual,Paid,A065
P0381,C0211,PN000381,Property,2024-01-01,2025-01-01,46438,723170,4184,Active,Annual,Paid,A041
P0382,C0171,PN000382,Vehicle,2024-01-01,2025-01-01,8185,617636,8106,Active,Annual,Paid,A095
P0383,C0118,PN000383,Health,2024-01-01,2025-01-01,48029,721451,1656,Active,Annual,Paid,A023
P0384,C0085,PN000384,Property,2024-01-01,2025-01-01,27801,299048,9645,Active,Annual,Paid,A059
P0385,C0057,PN000385,Property,2024-01-01,2025-01-01,11058,484086,3971,Active,Annual,Paid,A046
P0386,C0796,PN000386,Vehicle,2024-01-01,2025-01-01,10263,646553,5226,Active,Annual,Paid,A049
P0387,C0568,PN000387,Health,2024-01-01,2025-01-01,41895,529983,3382,Active,Annual,Paid,A076
P0388,C0787,PN000388,Life,2024-01-01,2025-01-01,33537,330722,6368,Active,Annual,Paid,A066
P0389,C0443,PN000389,Health,2024-01-01,2025-01-01,19151,478039,9934,Active,Annual,Paid,A028
P0390,C0511,PN000390,Vehicle,2024-01-01,2025-01-01,25513,500336,2829,Active,Annual,Paid,A071
P0391,C0238,PN000391,Property,2024-01-01,2025-01-01,33078,968654,8591,Active,Annual,Paid,A096
P0392,C0405,PN000392,Life,2024-01-01,2025-01-01,13204,955032,4463,Active,Annual,Paid,A080
P0393,C0334,PN000393,Health,2024-01-01,2025-01-01,46401,182963,6213,Active,Annual,Paid,A004
P0394,C0434,PN000394,Property,2024-01-01,2025-01-01,45050,838766,9551,Active,Annual,Paid,A008
P0395,C0120,PN000395,Property,2024-01-01,2025-01-01,49056,354809,8690,Active,Annual,Paid,A002
P0396,C0688,PN000396,Life,2024-01-01,2025-01-01,29834,468200,5248,Active,Annual,Paid,A080
P0397,C0559,PN000397,Vehicle,2024-01-01,2025-01-01,40006,164672,9706,Active,Annual,Paid,A100
P0398,C0662,PN000398,Health,2024-01-01,2025-01-01,41619,662571,2997,Active,Annual,Paid,A016
P0399,C0048,PN000399,Vehicle,2024-01-01,2025-01-01,24020,526926,2016,Active,Annual,Paid,A011
P0400,C0086,PN000400,Vehicle,2024-01-01,2025-01-01,44462,252890,8413,Active,Annual,Paid,A015
P0401,C0009,PN000401,Vehicle,2024-01-01,2025-01-01,19125,324492,3671,Active,Annual,Paid,A024
P0402,C0748,PN000402,Life,2024-01-01,2025-01-01,37979,895161,1391,Active,Annual,Paid,A001
P0403,C0239,PN000403,Vehicle,2024-01-01,2025-01-01,15889,932550,2868,Active,Annual,Paid,A006
P0404,C0244,PN000404,Vehicle,2024-01-01,2025-01-01,18635,780067,6672,Active,Annual,Paid,A053
P0405,C0053,PN000405,Life,2024-01-01,2025-01-01,23675,419825,1794,Active,Annual,Paid,A010
P0406,C0221,PN000406,Health,2024-01-01,2025-01-01,10345,645329,1753,Active,Annual,Paid,A061
P0407,C0090,PN000407,Vehicle,2024-01-01,2025-01-01,12518,759345,2865,Active,Annual,Paid,A064
P0408,C0019,PN000408,Property,2024-01-01,2025-01-01,34071,220083,1742,Active,Annual,Paid,A005
P0409,C0017,PN000409,Health,2024-01-01,2025-01-01,44109,369127,2657,Active,Annual,Paid,A071
P0410,C0692,PN000410,Life,2024-01-01,2025-01-01,15607,893837,7093,Active,Annual,Paid,A033
P0411,C0056,PN000411,Life,2024-01-01,2025-01-01,27032,259000,9322,Active,Annual,Paid,A013
P0412,C0567,PN000412,Health,2024-01-01,2025-01-01,40709,392642,9796,Active,Annual,Paid,A053
P0413,C0625,PN000413,Property,2024-01-01,2025-01-01,11441,223252,1863,Active,Annual,Paid,A012
P0414,C0710,PN000414,Health,2024-01-01,2025-01-01,46951,140268,3319,Active,Annual,Paid,A007
P0415,C0206,PN000415,Life,2024-01-01,2025-01-01,46099,657443,4585,Active,Annual,Paid,A054
P0416,C0291,PN000416,Health,2024-01-01,2025-01-01,39441,174459,5351,Active,Annual,Paid,A083
P0417,C0525,PN000417,Property,2024-01-01,2025-01-01,37417,743709,5454,Active,Annual,Paid,A040
P0418,C0441,PN000418,Vehicle,2024-01-01,2025-01-01,6945,484227,2753,Active,Annual,Paid,A055
P0419,C0763,PN000419,Vehicle,2024-01-01,2025-01-01,37903,827559,3476,Active,Annual,Paid,A022
P0420,C0465,PN000420,Health,2024-01-01,2025-01-01,44675,113136,7796,Active,Annual,Paid,A022
P0421,C0388,PN000421,Property,2024-01-01,2025-01-01,44540,706151,5652,Active,Annual,Paid,A042
P0422,C0018,PN000422,Health,2024-01-01,2025-01-01,5116,188679,3168,Active,Annual,Paid,A094
P0423,C0718,PN000423,Property,2024-01-01,2025-01-01,18065,210054,2376,Active,Annual,Paid,A032
P0424,C0281,PN000424,Vehicle,2024-01-01,2025-01-01,13460,416119,3223,Active,Annual,Paid,A013
P0425,C0346,PN000425,Vehicle,2024-01-01,2025-01-01,11900,714535,7494,Active,Annual,Paid,A019
P0426,C0490,PN000426,Health,2024-01-01,2025-01-01,34823,329517,9275,Active,Annual,Paid,A029
P0427,C0487,PN000427,Vehicle,2024-01-01,2025-01-01,24674,318463,7024,Active,Annual,Paid,A074
P0428,C0297,PN000428,Health,2024-01-01,2025-01-01,46597,749434,8908,Active,Annual,Paid,A093
P0429,C0542,PN000429,Vehicle,2024-01-01,2025-01-01,46264,901014,7437,Active,Annual,Paid,A096
P0430,C0584,PN000430,Life,2024-01-01,2025-01-01,14311,810834,5447,Active,Annual,Paid,A087
P0431,C0453,PN000431,Vehicle,2024-01-01,2025-01-01,43692,753804,1478,Active,Annual,Paid,A049
P0432,C0458,PN000432,Property,2024-01-01,2025-01-01,31652,696153,7850,Active,Annual,Paid,A039
P0433,C0783,PN000433,Property,2024-01-01,2025-01-01,16310,871802,9790,Active,Annual,Paid,A056
P0434,C0627,PN000434,Vehicle,2024-01-01,2025-01-01,17532,178325,8622,Active,Annual,Paid,A049
P0435,C0687,PN000435,Life,2024-01-01,2025-01-01,20346,868317,7358,Active,Annual,Paid,A087
P0436,C0776,PN000436,Life,2024-01-01,2025-01-01,11779,229815,7365,Active,Annual,Paid,A010
P0437,C0023,PN000437,Property,2024-01-01,2025-01-01,41444,575527,7443,Active,Annual,Paid,A027
P0438,C0258,PN000438,Vehicle,2024-01-01,2025-01-01,30889,203198,9369,Active,Annual,Paid,A011
P0439,C0293,PN000439,Life,2024-01-01,2025-01-01,21615,558100,9699,Active,Annual,Paid,A058
P0440,C0474,PN000440,Life,2024-01-01,2025-01-01,26189,344892,6684,Active,Annual,Paid,A031
P0441,C0679,PN000441,Life,2024-01-01,2025-01-01,46590,629600,2957,Active,Annual,Paid,A003
P0442,C0773,PN000442,Life,2024-01-01,2025-01-01,24702,156896,1631,Active,Annual,Paid,A062
P0443,C0273,PN000443,Property,2024-01-01,2025-01-01,31596,287659,2314,Active,Annual,Paid,A070
P0444,C0343,PN000444,Health,2024-01-01,2025-01-01,25839,991030,5882,Active,Annual,Paid,A034
P0445,C0771,PN000445,Health,2024-01-01,2025-01-01,30214,571776,9224,Active,Annual,Paid,A030
P0446,C0377,PN000446,Life,2024-01-01,2025-01-01,36478,326666,9242,Active,Annual,Paid,A043
P0447,C0659,PN000447,Health,2024-01-01,2025-01-01,31458,528520,9861,Active,Annual,Paid,A046
P0448,C0680,PN000448,Property,2024-01-01,2025-01-01,6797,225045,6430,Active,Annual,Paid,A041
P0449,C0619,PN000449,Property,2024-01-01,2025-01-01,46040,949653,9663,Active,Annual,Paid,A058
P0450,C0109,PN000450,Vehicle,2024-01-01,2025-01-01,19201,100462,8278,Active,Annual,Paid,A034
P0451,C0555,PN000451,Health,2024-01-01,2025-01-01,13314,127707,1794,Active,Annual,Paid,A001
P0452,C0006,PN000452,Health,2024-01-01,2025-01-01,46585,580556,9006,Active,Annual,Paid,A079
P0453,C0749,PN000453,Life,2024-01-01,2025-01-01,32463,117753,4205,Active,Annual,Paid,A050
P0454,C0172,PN000454,Vehicle,2024-01-01,2025-01-01,43459,182457,4373,Active,Annual,Paid,A004
P0455,C0205,PN000455,Health,2024-01-01,2025-01-01,36126,434083,4912,Active,Annual,Paid,A031
P0456,C0603,PN000456,Property,2024-01-01,2025-01-01,30461,650228,9136,Active,Annual,Paid,A017
P0457,C0203,PN000457,Life,2024-01-01,2025-01-01,38974,781695,5619,Active,Annual,Paid,A052
P0458,C0777,PN000458,Vehicle,2024-01-01,2025-01-01,28599,129141,8037,Active,Annual,Paid,A029
P0459,C0279,PN000459,Health,2024-01-01,2025-01-01,27707,462725,3882,Active,Annual,Paid,A047
P0460,C0758,PN000460,Health,2024-01-01,2025-01-01,9779,933020,4702,Active,Annual,Paid,A053
P0461,C0240,PN000461,Health,2024-01-01,2025-01-01,19082,387714,3298,Active,Annual,Paid,A084
P0462,C0325,PN000462,Vehicle,2024-01-01,2025-01-01,48299,811982,1570,Active,Annual,Paid,A097
P0463,C0492,PN000463,Health,2024-01-01,2025-01-01,20818,908167,1330,Active,Annual,Paid,A025
P0464,C0527,PN000464,Life,2024-01-01,2025-01-01,5783,182744,8832,Active,Annual,Paid,A069
P0465,C0039,PN000465,Property,2024-01-01,2025-01-01,12284,769145,8050,Active,Annual,Paid,A066
P0466,C0416,PN000466,Life,2024-01-01,2025-01-01,36699,491716,6190,Active,Annual,Paid,A051
P0467,C0479,PN000467,Life,2024-01-01,2025-01-01,38593,254457,3651,Active,Annual,Paid,A098
P0468,C0121,PN000468,Vehicle,2024-01-01,2025-01-01,9578,309665,7506,Active,Annual,Paid,A055
P0469,C0781,PN000469,Life,2024-01-01,2025-01-01,38081,798485,8188,Active,Annual,Paid,A054
P0470,C0052,PN000470,Vehicle,2024-01-01,2025-01-01,42286,307952,6500,Active,Annual,Paid,A042
P0471,C0385,PN000471,Property,2024-01-01,2025-01-01,44257,929039,3459,Active,Annual,Paid,A035
P0472,C0554,PN000472,Vehicle,2024-01-01,2025-01-01,14971,877835,6589,Active,Annual,Paid,A051
P0473,C0595,PN000473,Vehicle,2024-01-01,2025-01-01,21004,979855,7204,Active,Annual,Paid,A092
P0474,C0711,PN000474,Property,2024-01-01,2025-01-01,48674,402905,3230,Active,Annual,Paid,A001
P0475,C0755,PN000475,Vehicle,2024-01-01,2025-01-01,27310,456712,5233,Active,Annual,Paid,A098
P0476,C0754,PN000476,Health,2024-01-01,2025-01-01,37853,177652,4940,Active,Annual,Paid,A007
P0477,C0416,PN000477,Vehicle,2024-01-01,2025-01-01,38847,722538,1597,Active,Annual,Paid,A074
P0478,C0541,PN000478,Vehicle,2024-01-01,2025-01-01,20719,631816,6626,Active,Annual,Paid,A026
P0479,C0445,PN000479,Health,2024-01-01,2025-01-01,47117,105194,8199,Active,Annual,Paid,A042
P0480,C0347,PN000480,Life,2024-01-01,2025-01-01,15567,875284,4709,Active,Annual,Paid,A093
P0481,C0511,PN000481,Property,2024-01-01,2025-01-01,7914,397048,8106,Active,Annual,Paid,A001
P0482,C0015,PN000482,Vehicle,2024-01-01,2025-01-01,13706,757167,7603,Active,Annual,Paid,A037
P0483,C0002,PN000483,Property,2024-01-01,2025-01-01,45827,823031,3304,Active,Annual,Paid,A055
P0484,C0207,PN000484,Health,2024-01-01,2025-01-01,25615,764572,9071,Active,Annual,Paid,A092
P0485,C0448,PN000485,Health,2024-01-01,2025-01-01,25659,470725,4411,Active,Annual,Paid,A098
P0486,C0080,PN000486,Property,2024-01-01,2025-01-01,13000,947842,7717,Active,Annual,Paid,A028
P0487,C0566,PN000487,Property,2024-01-01,2025-01-01,32547,551610,8497,Active,Annual,Paid,A018
P0488,C0492,PN000488,Vehicle,2024-01-01,2025-01-01,45315,549084,5050,Active,Annual,Paid,A080
P0489,C0689,PN000489,Health,2024-01-01,2025-01-01,25993,464941,4722,Active,Annual,Paid,A009
P0490,C0280,PN000490,Property,2024-01-01,2025-01-01,25594,798800,3740,Active,Annual,Paid,A082
P0491,C0353,PN000491,Vehicle,2024-01-01,2025-01-01,43906,832450,3059,Active,Annual,Paid,A031
P0492,C0504,PN000492,Vehicle,2024-01-01,2025-01-01,14321,816225,4664,Active,Annual,Paid,A021
P0493,C0548,PN000493,Property,2024-01-01,2025-01-01,29570,454423,8858,Active,Annual,Paid,A005
P0494,C0568,PN000494,Life,2024-01-01,2025-01-01,19894,593009,7743,Active,Annual,Paid,A048
P0495,C0475,PN000495,Health,2024-01-01,2025-01-01,49295,252531,4250,Active,Annual,Paid,A031
P0496,C0155,PN000496,Vehicle,2024-01-01,2025-01-01,13311,454056,7726,Active,Annual,Paid,A078
P0497,C0465,PN000497,Property,2024-01-01,2025-01-01,35680,206712,4082,Active,Annual,Paid,A081
P0498,C0004,PN000498,Property,2024-01-01,2025-01-01,37705,311824,8400,Active,Annual,Paid,A059
P0499,C0644,PN000499,Vehicle,2024-01-01,2025-01-01,35421,413907,1827,Active,Annual,Paid,A010
P0500,C0387,PN000500,Life,2024-01-01,2025-01-01,16311,279074,8199,Active,Annual,Paid,A097
P0501,C0313,PN000501,Life,2024-01-01,2025-01-01,6230,602809,8768,Active,Annual,Paid,A088
P0502,C0301,PN000502,Property,2024-01-01,2025-01-01,25731,197801,2313,Active,Annual,Paid,A047
P0503,C0494,PN000503,Vehicle,2024-01-01,2025-01-01,34976,793693,7976,Active,Annual,Paid,A072
P0504,C0197,PN000504,Life,2024-01-01,2025-01-01,23358,855598,3236,Active,Annual,Paid,A093
P0505,C0269,PN000505,Life,2024-01-01,2025-01-01,5601,748514,2398,Active,Annual,Paid,A050
P0506,C0453,PN000506,Property,2024-01-01,2025-01-01,27657,859517,8942,Active,Annual,Paid,A070
P0507,C0292,PN000507,Life,2024-01-01,2025-01-01,12491,101083,1791,Active,Annual,Paid,A050
P0508,C0023,PN000508,Health,2024-01-01,2025-01-01,22155,266813,1670,Active,Annual,Paid,A019
P0509,C0504,PN000509,Property,2024-01-01,2025-01-01,43321,531734,6203,Active,Annual,Paid,A097
P0510,C0407,PN000510,Vehicle,2024-01-01,2025-01-01,14917,728642,1397,Active,Annual,Paid,A065
P0511,C0431,PN000511,Life,2024-01-01,2025-01-01,38144,521057,4776,Active,Annual,Paid,A082
P0512,C0242,PN000512,Vehicle,2024-01-01,2025-01-01,36976,299303,6524,Active,Annual,Paid,A028
P0513,C0039,PN000513,Health,2024-01-01,2025-01-01,16590,795651,1082,Active,Annual,Paid,A024
P0514,C0443,PN000514,Health,2024-01-01,2025-01-01,48817,558638,4378,Active,Annual,Paid,A040
