Customer_ID,Customer_Name,Age,Gender,Marital_Status,Occupation,Annual_Income,City,State,Customer_Segment,Risk_Score,Previous_Claims,Previous_Fraud_Count,Customer_Since
C0258,Customer 258,47,Male,Single,Business,1107436,Visakhapatnam,AP,Individual,2,3,1,2020-05-27
C0259,Customer 259,51,Female,Married,Doctor,932857,Vijayawada,TS,Individual,4,0,2,2022-12-13
C0260,Customer 260,20,Male,Single,Doctor,1148236,Visakhapatnam,TS,Individual,32,10,0,2020-03-01
C0261,Customer 261,19,Male,Single,Engineer,1123221,Visakhapatnam,AP,Individual,61,2,2,2018-02-06
C0262,Customer 262,32,Male,Single,Engineer,487569,Vijayawada,AP,Premium,25,6,0,2024-02-06
C0263,Customer 263,35,Female,Married,Business,1047308,Visakhapatnam,TS,Premium,12,2,1,2024-04-24
C0264,Customer 264,43,Male,Single,Engineer,1284596,Hyderabad,TS,Individual,29,5,1,2018-06-17
C0265,Customer 265,44,Female,Single,Engineer,474955,Visakhapatnam,TS,Premium,70,4,2,2018-07-01
C0266,Customer 266,31,Male,Married,Business,828241,Visakhapatnam,AP,Premium,25,8,2,2023-12-26
C0267,Customer 267,28,Male,Single,Teacher,1207518,Hyderabad,AP,Premium,37,0,0,2019-02-10
C0268,Customer 268,20,Female,Married,Teacher,1917143,Hyderabad,TS,Individual,85,6,0,2018-09-17
C0269,Customer 269,26,Female,Married,Business,1274185,Visakhapatnam,TS,Premium,75,3,1,2020-11-30
C0270,Customer 270,43,Female,Married,Teacher,991102,Visakhapatnam,AP,Individual,88,9,2,2021-11-12
C0271,Customer 271,22,Male,Married,Business,327569,Vijayawada,AP,Individual,59,5,2,2019-01-10
C0272,Customer 272,39,Male,Married,Doctor,472198,Visakhapatnam,AP,Premium,88,4,2,2022-12-19
C0273,Customer 273,64,Male,Married,Business,258093,Visakhapatnam,TS,Individual,37,4,0,2024-05-05
C0274,Customer 274,23,Female,Single,Teacher,815744,Visakhapatnam,AP,Individual,59,5,1,2023-01-29
C0275,Customer 275,69,Female,Single,Business,1379702,Hyderabad,AP,Individual,3,4,0,2021-01-05
C0276,Customer 276,37,Male,Married,Doctor,235733,Vijayawada,TS,Individual,29,5,2,2018-08-26
C0277,Customer 277,19,Female,Single,Business,521051,Hyderabad,AP,Individual,51,0,0,2021-08-04
C0278,Customer 278,18,Female,Single,Engineer,1956420,Vijayawada,AP,Premium,87,8,1,2020-02-13
C0279,Customer 279,20,Female,Married,Business,1272446,Vijayawada,TS,Premium,44,9,0,2018-11-17
C0280,Customer 280,48,Female,Single,Business,536328,Visakhapatnam,AP,Premium,53,7,1,2021-11-23
C0281,Customer 281,63,Female,Married,Business,800530,Hyderabad,TS,Individual,34,0,2,2018-10-24
C0282,Customer 282,34,Female,Single,Doctor,1814818,Visakhapatnam,TS,Premium,3,2,1,2019-03-29
C0283,Customer 283,32,Male,Single,Business,319087,Hyderabad,AP,Individual,60,8,2,2023-04-03
C0284,Customer 284,68,Male,Single,Doctor,307570,Visakhapatnam,TS,Individual,46,9,1,2019-03-29
C0285,Customer 285,39,Female,Married,Business,808256,Hyderabad,AP,Premium,72,5,1,2022-11-02
C0286,Customer 286,63,Female,Married,Teacher,516364,Hyderabad,TS,Premium,49,1,2,2024-08-25
C0287,Customer 287,68,Female,Single,Teacher,1802486,Visakhapatnam,AP,Individual,62,3,1,2023-12-01
C0288,Customer 288,58,Male,Single,Doctor,560093,Visakhapatnam,AP,Premium,55,7,1,2018-05-20
C0289,Customer 289,52,Male,Single,Doctor,721747,Hyderabad,AP,Premium,57,8,2,2021-01-22
C0290,Customer 290,45,Female,Married,Doctor,370140,Visakhapatnam,AP,Individual,72,7,0,2019-01-08
C0291,Customer 291,18,Male,Single,Teacher,784211,Hyderabad,TS,Premium,92,8,2,2021-01-16
C0292,Customer 292,62,Female,Married,Engineer,1684377,Vijayawada,TS,Individual,10,5,0,2024-10-08
C0293,Customer 293,19,Female,Single,Doctor,923526,Visakhapatnam,AP,Premium,41,9,0,2023-12-22
C0294,Customer 294,38,Female,Single,Business,1991596,Visakhapatnam,AP,Premium,52,1,2,2018-03-13
C0295,Customer 295,18,Female,Married,Teacher,1048302,Visakhapatnam,AP,Individual,37,8,2,2022-08-11
C0296,Customer 296,70,Male,Married,Doctor,1422165,Visakhapatnam,TS,Individual,100,6,2,2024-08-27
C0297,Customer 297,44,Male,Married,Teacher,1150504,Vijayawada,AP,Individual,78,9,2,2022-05-29
C0298,Customer 298,34,Female,Married,Engineer,1885647,Visakhapatnam,TS,Individual,82,4,1,2021-01-27
C0299,Customer 299,25,Female,Single,Engineer,1948050,Visakhapatnam,AP,Premium,20,7,0,2020-08-31
C0300,Customer 300,20,Male,Single,Engineer,1908225,Hyderabad,AP,Individual,6,4,1,2019-08-24
C0301,Customer 301,70,Female,Single,Engineer,1967113,Vijayawada,AP,Individual,69,9,1,2019-12-04
C0302,Customer 302,40,Female,Single,Doctor,1311727,Hyderabad,AP,Individual,74,4,0,2023-01-20
C0303,Customer 303,23,Male,Single,Doctor,1350793,Vijayawada,TS,Premium,50,1,2,2020-07-04
C0304,Customer 304,37,Male,Single,Doctor,1687716,Vijayawada,AP,Premium,87,2,1,2019-04-12
C0305,Customer 305,41,Female,Single,Doctor,1501241,Hyderabad,AP,Individual,30,7,1,2019-06-06
C0306,Customer 306,44,Female,Married,Business,434748,Vijayawada,AP,Premium,92,8,1,2020-03-26
C0307,Customer 307,31,Male,Single,Business,927749,Vijayawada,AP,Premium,99,8,0,2022-10-18
C0308,Customer 308,66,Female,Single,Doctor,409618,Hyderabad,AP,Premium,52,2,0,2022-12-06
C0309,Customer 309,70,Male,Single,Teacher,771564,Vijayawada,TS,Premium,96,4,2,2019-09-04
C0310,Customer 310,19,Male,Married,Business,1837451,Visakhapatnam,AP,Premium,3,2,2,2020-04-02
C0311,Customer 311,34,Male,Single,Business,1642905,Vijayawada,TS,Individual,14,0,1,2021-10-20
C0312,Customer 312,54,Female,Married,Doctor,1434247,Visakhapatnam,TS,Premium,97,9,1,2021-12-17
C0313,Customer 313,57,Male,Married,Teacher,1484905,Vijayawada,TS,Premium,92,0,0,2024-09-01
C0314,Customer 314,51,Male,Single,Teacher,1821139,Visakhapatnam,TS,Premium,55,6,2,2018-01-19
C0315,Customer 315,22,Female,Single,Teacher,1966266,Vijayawada,TS,Premium,13,6,2,2019-11-07
C0316,Customer 316,63,Female,Single,Doctor,1369186,Hyderabad,TS,Premium,18,4,2,2023-10-08
C0317,Customer 317,37,Female,Single,Business,899310,Visakhapatnam,TS,Individual,36,0,1,2023-08-20
C0318,Customer 318,54,Female,Married,Doctor,754022,Hyderabad,TS,Premium,43,2,1,2022-05-06
C0319,Customer 319,61,Female,Married,Teacher,1004424,Hyderabad,AP,Individual,41,0,2,2021-06-05
C0320,Customer 320,20,Female,Single,Doctor,471005,Hyderabad,TS,Individual,80,5,2,2022-11-15
C0321,Customer 321,63,Male,Single,Engineer,902379,Hyderabad,TS,Individual,22,4,2,2020-05-07
C0322,Customer 322,68,Female,Married,Teacher,292157,Hyderabad,TS,Premium,70,10,2,2019-04-02
C0323,Customer 323,42,Female,Married,Engineer,680452,Vijayawada,TS,Premium,77,3,2,2023-09-26
C0324,Customer 324,61,Male,Married,Business,1572185,Hyderabad,AP,Premium,10,10,1,2022-06-07
C0325,Customer 325,31,Female,Single,Doctor,268310,Vijayawada,AP,Individual,80,4,1,2022-11-16
C0326,Customer 326,37,Male,Married,Engineer,1200802,Hyderabad,TS,Individual,17,0,2,2022-06-24
C0327,Customer 327,53,Male,Married,Engineer,1723953,Vijayawada,TS,Individual,33,2,2,2020-03-29
C0328,Customer 328,22,Male,Married,Engineer,662031,Vijayawada,AP,Individual,68,6,2,2019-12-21
C0329,Customer 329,21,Female,Married,Teacher,533823,Hyderabad,AP,Premium,70,8,1,2020-10-21
C0330,Customer 330,30,Female,Married,Teacher,1607436,Vijayawada,TS,Individual,92,10,1,2022-01-21
C0331,Customer 331,55,Female,Single,Teacher,1326377,Visakhapatnam,AP,Individual,28,4,0,2021-08-12
C0332,Customer 332,32,Male,Single,Teacher,1013451,Vijayawada,TS,Individual,82,4,1,2018-06-21
C0333,Customer 333,67,Male,Single,Business,1115502,Vijayawada,TS,Premium,100,5,2,2020-03-21
C0334,Customer 334,36,Female,Married,Business,1495569,Hyderabad,TS,Individual,50,0,0,2020-12-01
C0335,Customer 335,22,Female,Single,Business,844900,Hyderabad,TS,Premium,1,10,2,2023-07-23
C0336,Customer 336,68,Female,Married,Business,1781730,Vijayawada,TS,Individual,95,6,1,2021-03-30
C0337,Customer 337,24,Male,Single,Doctor,966193,Visakhapatnam,TS,Premium,16,6,0,2022-11-12
C0338,Customer 338,56,Male,Single,Teacher,1641959,Vijayawada,TS,Individual,88,2,0,2019-01-28
C0339,Customer 339,62,Female,Married,Business,1898245,Hyderabad,TS,Premium,73,2,0,2023-08-25
C0340,Customer 340,30,Male,Single,Engineer,773972,Visakhapatnam,AP,Individual,48,4,0,2018-08-11
C0341,Customer 341,37,Male,Single,Engineer,1705622,Hyderabad,TS,Premium,98,2,0,2020-03-02
C0342,Customer 342,66,Male,Married,Teacher,1838941,Vijayawada,TS,Individual,78,1,1,2020-09-21
C0343,Customer 343,31,Male,Single,Teacher,596960,Visakhapatnam,AP,Premium,9,9,1,2018-11-20
C0344,Customer 344,40,Female,Single,Business,1109210,Visakhapatnam,AP,Individual,71,9,0,2022-11-19
C0345,Customer 345,65,Female,Married,Teacher,1130630,Visakhapatnam,TS,Premium,86,9,0,2018-08-03
C0346,Customer 346,67,Male,Married,Business,538731,Visakhapatnam,TS,Premium,46,2,1,2020-04-03
C0347,Customer 347,52,Female,Married,Teacher,466297,Visakhapatnam,AP,Premium,14,10,0,2020-07-18
C0348,Customer 348,45,Male,Married,Business,1703411,Hyderabad,TS,Individual,82,0,1,2021-05-11
C0349,Customer 349,57,Male,Married,Engineer,1790256,Vijayawada,TS,Premium,32,10,0,2019-11-22
C0350,Customer 350,50,Male,Married,Teacher,1949606,Hyderabad,TS,Premium,48,8,1,2018-04-28
C0351,Customer 351,59,Female,Married,Teacher,1286087,Hyderabad,AP,Individual,83,5,0,2019-07-07
C0352,Customer 352,46,Male,Married,Teacher,501076,Vijayawada,TS,Individual,66,1,0,2022-04-20
C0353,Customer 353,48,Female,Single,Engineer,1311101,Vijayawada,AP,Premium,26,2,0,2020-03-18
C0354,Customer 354,51,Female,Married,Business,1931855,Visakhapatnam,AP,Individual,37,1,2,2018-02-11
C0355,Customer 355,66,Male,Married,Engineer,1864831,Visakhapatnam,AP,Premium,70,1,1,2019-07-29
C0356,Customer 356,70,Male,Single,Doctor,1599713,Visakhapatnam,TS,Premium,96,3,1,2023-03-14
C0357,Customer 357,69,Male,Married,Doctor,220570,Vijayawada,AP,Premium,48,10,0,2019-01-24
C0358,Customer 358,46,Female,Married,Teacher,827425,Visakhapatnam,AP,Premium,43,3,0,2018-07-28
C0359,Customer 359,19,Male,Married,Doctor,1696351,Hyderabad,TS,Premium,9,10,0,2018-02-18
C0360,Customer 360,26,Female,Married,Doctor,1895346,Vijayawada,AP,Premium,15,4,2,2022-09-14
C0361,Customer 361,66,Male,Single,Business,1389131,Vijayawada,AP,Individual,20,7,2,2019-09-03
C0362,Customer 362,40,Male,Single,Teacher,478393,Vijayawada,AP,Premium,25,2,0,2024-10-26
C0363,Customer 363,62,Male,Single,Engineer,1449776,Vijayawada,TS,Premium,1,2,2,2018-02-05
C0364,Customer 364,22,Female,Married,Business,848890,Visakhapatnam,AP,Premium,55,5,1,2021-12-03
C0365,Customer 365,36,Female,Single,Doctor,216733,Vijayawada,AP,Individual,64,0,0,2018-11-21
C0366,Customer 366,56,Female,Single,Teacher,477817,Visakhapatnam,TS,Premium,29,9,2,2021-02-07
C0367,Customer 367,29,Male,Single,Engineer,892853,Vijayawada,AP,Individual,72,3,0,2021-09-07
C0368,Customer 368,68,Female,Single,Business,1398788,Vijayawada,AP,Individual,80,1,1,2020-01-27
C0369,Customer 369,61,Female,Single,Business,1104703,Hyderabad,AP,Individual,86,10,1,2021-09-06
C0370,Customer 370,43,Female,Married,Business,1283443,Visakhapatnam,AP,Individual,53,5,2,2023-07-30
C0371,Customer 371,40,Male,Married,Doctor,218238,Hyderabad,TS,Premium,86,10,0,2020-02-24
C0372,Customer 372,35,Male,Single,Doctor,319429,Visakhapatnam,AP,Premium,82,9,0,2020-01-07
C0373,Customer 373,63,Female,Single,Business,1103796,Hyderabad,AP,Premium,47,8,1,2022-03-18
C0374,Customer 374,23,Female,Single,Teacher,1097555,Vijayawada,AP,Premium,69,8,0,2018-09-11
C0375,Customer 375,63,Male,Single,Engineer,927871,Hyderabad,AP,Premium,72,6,0,2020-08-19
C0376,Customer 376,18,Male,Single,Teacher,1350777,Hyderabad,AP,Individual,70,4,0,2022-01-17
C0377,Customer 377,39,Male,Single,Doctor,1065333,Vijayawada,AP,Individual,87,7,0,2021-07-12
C0378,Customer 378,37,Female,Married,Doctor,1863020,Vijayawada,TS,Premium,87,1,2,2018-02-16
C0379,Customer 379,63,Male,Married,Engineer,637395,Hyderabad,AP,Individual,61,1,0,2021-10-28
C0380,Customer 380,31,Female,Married,Business,1175360,Visakhapatnam,AP,Premium,49,1,2,2018-05-07
C0381,Customer 381,22,Female,Married,Teacher,1710516,Vijayawada,TS,Individual,83,9,2,2022-06-05
C0382,Customer 382,42,Female,Single,Teacher,1235301,Hyderabad,TS,Premium,61,7,1,2019-03-25
C0383,Customer 383,55,Male,Single,Business,1013817,Hyderabad,TS,Individual,94,2,2,2022-05-03
C0384,Customer 384,45,Female,Single,Engineer,1273215,Visakhapatnam,AP,Individual,75,3,2,2024-02-05
C0385,Customer 385,64,Female,Married,Doctor,1197230,Hyderabad,AP,Premium,56,10,2,2024-06-28
C0386,Customer 386,40,Female,Married,Teacher,1809856,Vijayawada,AP,Premium,74,7,1,2022-08-29
C0387,Customer 387,36,Female,Married,Engineer,433135,Vijayawada,TS,Premium,67,3,2,2021-08-04
C0388,Customer 388,33,Male,Single,Doctor,1684978,Hyderabad,TS,Individual,87,6,1,2020-07-12
C0389,Customer 389,26,Male,Single,Teacher,1182984,Visakhapatnam,TS,Individual,38,9,1,2021-01-04
C0390,Customer 390,18,Female,Single,Engineer,1756159,Vijayawada,TS,Premium,89,6,2,2018-09-08
C0391,Customer 391,60,Male,Single,Teacher,1287097,Vijayawada,TS,Individual,8,5,2,2021-07-27
C0392,Customer 392,37,Male,Married,Business,266024,Vijayawada,TS,Individual,34,4,0,2021-03-21
C0393,Customer 393,50,Female,Single,Engineer,469892,Hyderabad,TS,Premium,44,7,0,2021-04-14
C0394,Customer 394,19,Female,Single,Engineer,1081546,Visakhapatnam,TS,Individual,80,8,1,2019-03-12
C0395,Customer 395,25,Male,Married,Engineer,1247082,Hyderabad,TS,Individual,53,7,2,2021-07-31
C0396,Customer 396,30,Male,Single,Business,1187349,Vijayawada,TS,Individual,54,7,2,2023-10-16
C0397,Customer 397,36,Male,Single,Business,522750,Vijayawada,AP,Individual,59,5,0,2024-08-23
C0398,Customer 398,56,Female,Single,Teacher,1463168,Vijayawada,AP,Individual,43,1,0,2021-04-16
C0399,Customer 399,53,Male,Married,Business,1906958,Visakhapatnam,TS,Premium,47,8,2,2023-11-21
C0400,Customer 400,48,Male,Single,Engineer,567315,Vijayawada,AP,Individual,27,2,2,2020-09-25
C0401,Customer 401,47,Male,Single,Business,1262100,Visakhapatnam,TS,Premium,79,10,2,2022-10-04
C0402,Customer 402,52,Female,Married,Doctor,1201348,Hyderabad,AP,Premium,5,4,2,2019-07-30
C0403,Customer 403,46,Male,Single,Business,1127614,Visakhapatnam,AP,Premium,91,3,2,2019-10-02
C0404,Customer 404,36,Female,Married,Teacher,1875043,Visakhapatnam,AP,Premium,86,1,0,2018-01-01
C0405,Customer 405,19,Male,Single,Teacher,1350045,Vijayawada,AP,Individual,56,5,2,2021-02-14
C0406,Customer 406,60,Female,Single,Teacher,1059352,Hyderabad,TS,Individual,55,7,1,2023-08-19
C0407,Customer 407,24,Male,Single,Teacher,1055086,Visakhapatnam,AP,Individual,9,10,0,2023-02-09
C0408,Customer 408,50,Male,Married,Doctor,1581292,Vijayawada,AP,Premium,7,0,1,2019-10-15
C0409,Customer 409,66,Male,Married,Engineer,1971265,Hyderabad,TS,Individual,30,4,2,2024-05-30
C0410,Customer 410,49,Female,Single,Engineer,474533,Vijayawada,AP,Individual,21,10,0,2020-09-24
C0411,Customer 411,55,Female,Single,Engineer,1910649,Hyderabad,TS,Individual,35,1,0,2021-05-15
C0412,Customer 412,32,Female,Married,Teacher,831843,Hyderabad,TS,Individual,39,8,0,2020-05-04
C0413,Customer 413,46,Female,Single,Engineer,1902934,Vijayawada,TS,Individual,38,7,1,2022-02-20
C0414,Customer 414,29,Male,Married,Teacher,1288374,Visakhapatnam,AP,Individual,56,3,2,2022-02-02
C0415,Customer 415,49,Male,Single,Teacher,1940883,Hyderabad,TS,Individual,90,0,0,2022-11-05
C0416,Customer 416,39,Female,Married,Business,1916042,Vijayawada,TS,Premium,6,3,2,2020-11-29
C0417,Customer 417,26,Male,Married,Teacher,887025,Hyderabad,AP,Individual,26,6,0,2021-05-26
C0418,Customer 418,70,Female,Married,Teacher,259387,Visakhapatnam,AP,Premium,40,2,2,2019-04-14
C0419,Customer 419,18,Female,Single,Business,1966817,Vijayawada,TS,Individual,29,9,1,2018-09-10
C0420,Customer 420,23,Male,Single,Teacher,1096818,Hyderabad,TS,Premium,76,5,0,2018-06-02
C0421,Customer 421,53,Female,Married,Doctor,1673827,Vijayawada,TS,Premium,2,1,1,2021-05-20
C0422,Customer 422,35,Male,Married,Doctor,309513,Vijayawada,TS,Premium,95,7,2,2024-04-19
C0423,Customer 423,50,Male,Single,Engineer,1040861,Vijayawada,AP,Premium,26,1,2,2019-11-17
C0424,Customer 424,44,Female,Married,Teacher,394615,Vijayawada,AP,Premium,74,2,1,2022-10-10
C0425,Customer 425,19,Male,Married,Teacher,497871,Vijayawada,AP,Premium,65,7,2,2018-07-03
C0426,Customer 426,42,Male,Married,Business,1171743,Hyderabad,TS,Premium,4,4,2,2018-09-11
C0427,Customer 427,36,Female,Married,Engineer,493819,Visakhapatnam,AP,Individual,41,1,0,2021-05-21
C0428,Customer 428,65,Female,Single,Engineer,1297887,Vijayawada,AP,Premium,47,10,0,2023-03-02
C0429,Customer 429,43,Female,Married,Business,1363303,Hyderabad,AP,Individual,81,1,0,2024-10-29
C0430,Customer 430,56,Female,Married,Teacher,1812316,Hyderabad,AP,Premium,98,0,0,2021-12-29
C0431,Customer 431,58,Female,Married,Doctor,975958,Vijayawada,TS,Premium,61,7,1,2021-08-28
C0432,Customer 432,57,Female,Single,Teacher,1669212,Vijayawada,TS,Premium,55,9,1,2024-10-15
C0433,Customer 433,21,Female,Married,Doctor,1238258,Hyderabad,TS,Individual,83,7,0,2020-08-11
C0434,Customer 434,39,Male,Married,Teacher,1862770,Vijayawada,TS,Premium,35,3,2,2018-02-11
C0435,Customer 435,59,Female,Married,Engineer,1943140,Vijayawada,TS,Premium,59,0,1,2020-11-02
C0436,Customer 436,49,Male,Married,Teacher,631958,Visakhapatnam,TS,Individual,15,5,0,2023-04-06
C0437,Customer 437,58,Female,Single,Business,1965926,Hyderabad,AP,Individual,91,6,1,2020-11-25
C0438,Customer 438,49,Female,Single,Business,368759,Hyderabad,AP,Premium,52,4,0,2021-05-14
C0439,Customer 439,70,Female,Married,Business,880287,Visakhapatnam,TS,Individual,87,5,0,2021-03-28
C0440,Customer 440,31,Male,Married,Engineer,741082,Vijayawada,AP,Premium,59,4,2,2021-02-19
C0441,Customer 441,41,Male,Married,Engineer,419004,Vijayawada,TS,Premium,1,7,2,2020-08-21
C0442,Customer 442,26,Female,Single,Teacher,1217562,Hyderabad,TS,Premium,29,10,2,2020-04-29
C0443,Customer 443,57,Male,Married,Doctor,1607511,Visakhapatnam,TS,Premium,61,5,1,2022-09-29
C0444,Customer 444,22,Male,Married,Engineer,881561,Hyderabad,TS,Premium,43,2,0,2018-10-08
C0445,Customer 445,69,Female,Married,Business,1182686,Vijayawada,TS,Individual,64,9,1,2024-02-15
C0446,Customer 446,59,Male,Single,Business,395391,Visakhapatnam,AP,Premium,13,6,2,2024-03-31
C0447,Customer 447,31,Male,Single,Engineer,1938786,Hyderabad,AP,Premium,16,10,2,2024-04-09
C0448,Customer 448,59,Female,Married,Business,356495,Vijayawada,TS,Premium,96,6,1,2022-06-18
C0449,Customer 449,57,Male,Married,Business,1011816,Hyderabad,TS,Premium,81,2,1,2018-06-28
C0450,Customer 450,24,Male,Single,Engineer,885592,Vijayawada,AP,Individual,54,7,2,2018-03-12
C0451,Customer 451,45,Female,Single,Business,319259,Hyderabad,AP,Individual,65,7,2,2022-05-19
C0452,Customer 452,38,Male,Married,Teacher,1392249,Visakhapatnam,AP,Individual,98,2,2,2020-08-28
C0453,Customer 453,64,Male,Single,Teacher,1226936,Visakhapatnam,TS,Premium,61,10,1,2023-12-16
C0454,Customer 454,18,Female,Single,Business,1938126,Vijayawada,AP,Premium,14,8,0,2022-10-22
C0455,Customer 455,34,Male,Married,Doctor,728313,Hyderabad,AP,Premium,52,7,1,2022-09-24
C0456,Customer 456,61,Female,Married,Business,1325705,Hyderabad,AP,Premium,42,3,0,2018-03-22
C0457,Customer 457,40,Male,Single,Business,457343,Hyderabad,AP,Premium,95,1,0,2021-02-17
C0458,Customer 458,66,Female,Married,Teacher,688735,Hyderabad,TS,Premium,70,8,1,2024-09-04
C0459,Customer 459,36,Male,Single,Doctor,1185956,Hyderabad,AP,Individual,24,4,0,2020-11-17
C0460,Customer 460,28,Female,Married,Teacher,1153313,Vijayawada,AP,Premium,78,5,0,2018-01-12
C0461,Customer 461,68,Male,Married,Teacher,791908,Vijayawada,AP,Premium,44,4,0,2019-08-11
C0462,Customer 462,30,Female,Single,Engineer,321483,Visakhapatnam,AP,Premium,37,3,2,2019-03-26
C0463,Customer 463,65,Male,Single,Teacher,573682,Hyderabad,TS,Individual,22,7,1,2018-08-01
C0464,Customer 464,46,Female,Married,Teacher,1339634,Visakhapatnam,AP,Individual,15,7,1,2020-07-30
C0465,Customer 465,50,Female,Single,Doctor,1935788,Hyderabad,TS,Premium,34,1,0,2018-01-18
C0466,Customer 466,41,Male,Single,Doctor,533592,Hyderabad,AP,Individual,34,3,0,2021-04-08
C0467,Customer 467,48,Female,Married,Engineer,618506,Hyderabad,TS,Individual,48,2,1,2020-03-05
C0468,Customer 468,47,Female,Married,Doctor,1488300,Visakhapatnam,AP,Individual,30,1,0,2018-12-28
C0469,Customer 469,64,Female,Married,Engineer,455950,Visakhapatnam,TS,Individual,72,4,2,2021-06-22
C0470,Customer 470,69,Male,Single,Business,644077,Vijayawada,AP,Individual,11,6,0,2022-04-11
C0471,Customer 471,27,Male,Married,Doctor,1462020,Visakhapatnam,TS,Premium,16,1,2,2022-01-12
C0472,Customer 472,47,Female,Married,Teacher,1429924,Vijayawada,AP,Premium,42,10,0,2024-09-15
C0473,Customer 473,20,Female,Married,Doctor,1894796,Hyderabad,AP,Individual,48,7,2,2021-08-22
C0474,Customer 474,54,Male,Single,Business,481309,Vijayawada,TS,Individual,36,4,2,2019-10-02
C0475,Customer 475,36,Male,Married,Teacher,916492,Vijayawada,AP,Individual,54,3,1,2019-06-29
C0476,Customer 476,50,Male,Married,Engineer,1009317,Hyderabad,TS,Premium,80,8,1,2024-10-02
C0477,Customer 477,27,Male,Single,Teacher,1220097,Vijayawada,TS,Premium,33,8,0,2023-12-05
C0478,Customer 478,66,Female,Single,Business,1752936,Visakhapatnam,TS,Individual,22,9,1,2019-02-11
C0479,Customer 479,44,Male,Married,Business,312551,Vijayawada,AP,Individual,29,5,1,2021-11-07
C0480,Customer 480,40,Female,Single,Business,488100,Hyderabad,TS,Individual,32,3,2,2019-08-28
C0481,Customer 481,54,Female,Single,Engineer,1816792,Hyderabad,TS,Individual,66,5,2,2022-01-20
C0482,Customer 482,40,Female,Single,Doctor,1823914,Vijayawada,AP,Individual,60,2,1,2022-02-19
C0483,Customer 483,23,Female,Married,Business,1831050,Vijayawada,AP,Premium,60,10,0,2020-12-15
C0484,Customer 484,63,Male,Married,Business,695798,Vijayawada,TS,Premium,57,8,0,2019-08-16
C0485,Customer 485,69,Male,Single,Teacher,771780,Vijayawada,AP,Individual,57,5,1,2018-06-09
C0486,Customer 486,62,Male,Married,Doctor,929025,Visakhapatnam,TS,Premium,66,4,1,2018-12-03
C0487,Customer 487,21,Male,Married,Doctor,1900300,Hyderabad,TS,Individual,32,4,0,2022-09-05
C0488,Customer 488,43,Female,Married,Business,1904380,Hyderabad,TS,Individual,90,3,1,2019-05-13
C0489,Customer 489,50,Female,Single,Engineer,371381,Vijayawada,AP,Premium,12,3,0,2022-12-13
C0490,Customer 490,26,Male,Married,Engineer,1864207,Hyderabad,AP,Premium,17,7,1,2023-05-18
C0491,Customer 491,36,Male,Married,Engineer,1452216,Hyderabad,TS,Individual,30,8,2,2024-04-14
C0492,Customer 492,27,Male,Married,Engineer,477866,Vijayawada,TS,Individual,78,7,1,2021-09-04
C0493,Customer 493,31,Female,Married,Engineer,998438,Vijayawada,AP,Individual,39,3,2,2024-06-25
C0494,Customer 494,42,Male,Married,Engineer,1575602,Visakhapatnam,AP,Individual,9,6,2,2023-01-05
C0495,Customer 495,53,Female,Single,Teacher,1235861,Vijayawada,TS,Individual,71,1,0,2021-01-01
C0496,Customer 496,52,Male,Married,Business,502027,Hyderabad,TS,Premium,57,4,2,2023-02-22
C0497,Customer 497,55,Female,Married,Engineer,245837,Hyderabad,AP,Individual,79,10,1,2022-11-10
C0498,Customer 498,53,Male,Single,Engineer,1831105,Hyderabad,TS,Individual,93,3,2,2019-11-02
C0499,Customer 499,53,Male,Single,Engineer,829843,Visakhapatnam,TS,Premium,45,6,1,2020-04-23
C0500,Customer 500,18,Female,Single,Teacher,999250,Hyderabad,AP,Individual,34,5,0,2022-07-25
C0501,Customer 501,60,Male,Single,Business,1587347,Visakhapatnam,AP,Premium,74,6,0,2019-12-02
C0502,Customer 502,55,Male,Single,Engineer,320371,Vijayawada,AP,Premium,79,5,0,2024-08-10
C0503,Customer 503,66,Male,Single,Teacher,1248137,Visakhapatnam,AP,Premium,24,4,1,2021-12-03
C0504,Customer 504,46,Male,Single,Teacher,1565499,Hyderabad,TS,Individual,96,6,2,2021-02-20
C0505,Customer 505,63,Male,Married,Business,1061721,Hyderabad,TS,Premium,6,3,0,2024-01-20
C0506,Customer 506,27,Female,Single,Engineer,1796889,Vijayawada,TS,Premium,77,7,0,2020-04-09
C0507,Customer 507,21,Female,Single,Teacher,1106432,Visakhapatnam,TS,Premium,82,1,1,2021-04-19
C0508,Customer 508,50,Female,Married,Teacher,1979744,Vijayawada,AP,Individual,10,3,0,2020-11-08
C0509,Customer 509,61,Female,Single,Business,1545336,Vijayawada,AP,Premium,45,6,1,2022-09-04
C0510,Customer 510,31,Male,Married,Teacher,516663,Hyderabad,TS,Premium,79,9,1,2022-10-10
C0511,Customer 511,61,Female,Married,Doctor,743807,Hyderabad,TS,Premium,96,5,0,2024-06-26
C0512,Customer 512,67,Male,Single,Teacher,718246,Vijayawada,AP,Premium,97,6,1,2018-02-21
C0513,Customer 513,44,Female,Single,Doctor,345114,Hyderabad,TS,Individual,52,9,2,2024-03-10
C0514,Customer 514,23,Female,Single,Engineer,490783,Vijayawada,AP,Premium,99,8,2,2020-09-30
C0515,Customer 515,47,Female,Single,Teacher,1781547,Hyderabad,TS,Individual,73,7,0,2023-08-10
C0516,Customer 516,42,Male,Single,Engineer,913471,Hyderabad,TS,Premium,96,2,2,2023-07-31
